Season,Home Team,Away Team,Home Goals,Away Goals,Home Team ELO,Away Team ELO,Home XG,Away XG,Home XGA,Away XGA,Home Win Percentage,Home Draw Percentage,Away Win Percentage,Away Draw Percentage,Home Team Form,Away Team Form,Home Team Cumulative Points,Away Team Cumulative Points,Winner
2019-2020,Chelsea,Tottenham,2,1,983,966,78.0,41.0,51.0,52.0,53.57,24.62,42.95,24.81,0.3333333333333333,0.6666666666666666,41,40,1
2019-2020,Southampton,Aston Villa,2,0,893,724,56.0,59.0,46.0,70.0,30.95,27.32,34.0,29.37,0.4,0.2666666666666666,31,25,1
2019-2020,Crystal Palace,Newcastle Utd,1,0,891,867,34.0,57.0,36.0,67.0,28.5,25.36,37.42,25.48,0.1333333333333333,0.4,30,31,1
2019-2020,Burnley,Bournemouth,3,0,900,777,50.0,53.0,45.0,63.0,28.24,22.22,30.34,23.03,0.6666666666666666,0.4,34,26,1
2019-2020,Sheffield Utd,Brighton,1,1,789,788,46.0,48.0,51.0,59.0,28.38,30.41,23.53,30.39,0.6666666666666666,0.2,39,27,0
2019-2020,Leicester City,Manchester City,0,1,982,1176,68.0,44.0,110.0,36.0,32.82,26.91,46.68,22.77,0.3333333333333333,0.6666666666666666,50,54,-1
2019-2020,Manchester Utd,Watford,3,0,988,820,69.0,38.0,49.0,58.0,61.84,21.8,25.2,23.62,0.4666666666666667,0.3333333333333333,38,24,1
2019-2020,Wolves,Norwich City,3,0,952,722,54.0,37.0,37.0,71.0,25.93,28.24,27.19,28.65,0.4,0.2666666666666666,36,18,1
2019-2020,Arsenal,Everton,3,2,964,933,52.0,56.0,54.0,49.0,53.76,25.66,36.37,28.38,0.4666666666666667,0.7333333333333333,34,36,1
2019-2020,Liverpool,West Ham,3,2,1320,819,79.0,39.0,50.0,67.0,52.07,24.72,32.6,25.77,1.0,0.1333333333333333,76,24,1
2019-2020,Norwich City,Leicester City,1,0,748,956,37.0,71.0,68.0,44.0,27.11,28.57,32.76,26.86,0.2666666666666666,0.3333333333333333,18,50,1
2019-2020,Brighton,Crystal Palace,0,1,777,902,48.0,59.0,34.0,57.0,23.3,31.07,28.67,25.3,0.2666666666666666,0.2666666666666666,28,33,-1
2019-2020,Bournemouth,Chelsea,2,2,786,974,45.0,78.0,63.0,41.0,30.17,22.91,53.62,24.6,0.4,0.3333333333333333,26,44,0
2019-2020,West Ham,Southampton,3,1,838,874,50.0,67.0,56.0,59.0,32.56,25.74,31.04,27.28,0.0666666666666666,0.4,24,34,1
2019-2020,Newcastle Utd,Burnley,0,0,869,898,36.0,50.0,67.0,53.0,37.38,25.45,28.57,22.12,0.3333333333333333,0.8666666666666667,31,37,0
2019-2020,Watford,Liverpool,3,0,850,1290,49.0,58.0,79.0,39.0,25.1,23.53,52.11,24.69,0.1333333333333333,1.0,24,79,1
2019-2020,Tottenham,Wolves,2,3,949,969,51.0,52.0,54.0,37.0,42.91,24.79,26.27,28.11,0.6666666666666666,0.5333333333333333,40,39,-1
2019-2020,Everton,Manchester Utd,1,1,936,985,54.0,69.0,49.0,38.0,36.34,28.36,61.88,21.78,0.5333333333333333,0.4666666666666667,36,41,0
2019-2020,Liverpool,Bournemouth,2,1,1292,784,79.0,39.0,45.0,63.0,52.06,24.67,30.0,23.33,0.8,0.4666666666666667,79,27,1
2019-2020,Southampton,Newcastle Utd,0,1,858,885,56.0,59.0,36.0,67.0,31.0,27.25,37.34,25.53,0.4,0.2,34,32,-1
2019-2020,Arsenal,West Ham,1,0,974,828,52.0,56.0,50.0,67.0,53.8,25.63,32.64,25.71,0.6,0.2666666666666666,37,27,1
2019-2020,Sheffield Utd,Norwich City,1,0,803,734,46.0,51.0,37.0,71.0,28.19,30.87,27.33,28.49,0.5333333333333333,0.2666666666666666,40,21,1
2019-2020,Wolves,Brighton,0,0,961,785,54.0,48.0,37.0,59.0,26.61,27.98,23.08,30.77,0.5333333333333333,0.2,42,28,0
2019-2020,Crystal Palace,Watford,1,0,916,836,34.0,57.0,49.0,57.0,28.85,25.24,25.39,23.44,0.4,0.2666666666666666,36,27,1
2019-2020,Burnley,Tottenham,1,1,900,947,50.0,51.0,53.0,52.0,28.44,22.48,42.87,24.77,0.7333333333333333,0.6,38,40,0
2019-2020,Chelsea,Everton,4,0,988,922,78.0,41.0,54.0,49.0,53.56,24.67,36.3,28.42,0.4,0.5333333333333333,45,37,1
2019-2020,Manchester Utd,Manchester City,2,0,1009,1152,69.0,38.0,110.0,36.0,61.82,21.86,46.74,22.74,0.5333333333333333,0.6666666666666666,42,57,1
2019-2020,Leicester City,Aston Villa,4,0,963,717,68.0,44.0,46.0,70.0,32.7,26.81,33.96,29.34,0.3333333333333333,0.2666666666666666,50,25,1
2019-2020,Aston Villa,Sheffield Utd,0,0,721,799,46.0,46.0,70.0,51.0,33.93,29.31,28.67,30.67,0.2,0.6666666666666666,25,43,0
2019-2020,Manchester City,Arsenal,3,0,1160,966,110.0,36.0,52.0,56.0,46.69,22.72,53.85,25.61,0.6,0.7333333333333333,57,40,1
2019-2020,Norwich City,Southampton,0,3,723,869,37.0,71.0,56.0,59.0,27.25,28.41,30.96,27.22,0.2666666666666666,0.2,21,34,-1
2019-2020,Tottenham,Manchester Utd,1,1,950,1006,51.0,69.0,52.0,38.0,42.83,24.84,61.86,21.84,0.4666666666666667,0.7333333333333333,41,45,0
2019-2020,Watford,Leicester City,1,1,842,957,49.0,69.0,57.0,43.0,25.29,23.35,32.83,26.76,0.2666666666666666,0.3333333333333333,27,53,0
2019-2020,Brighton,Arsenal,2,1,809,942,48.0,59.0,52.0,56.0,22.86,31.43,53.8,25.59,0.2666666666666666,0.6666666666666666,29,40,1
2019-2020,West Ham,Wolves,0,2,818,971,50.0,67.0,54.0,37.0,32.6,25.69,26.48,28.31,0.2666666666666666,0.6,27,43,-1
2019-2020,Bournemouth,Crystal Palace,0,2,774,926,45.0,63.0,34.0,57.0,29.83,23.2,29.02,25.18,0.2666666666666666,0.6,27,39,-1
2019-2020,Newcastle Utd,Sheffield Utd,3,0,897,787,36.0,67.0,46.0,51.0,37.41,25.5,28.48,31.13,0.3333333333333333,0.7333333333333333,35,44,1
2019-2020,Aston Villa,Chelsea,1,2,715,994,46.0,70.0,79.0,41.0,33.89,29.38,53.61,24.65,0.0666666666666666,0.5333333333333333,26,48,-1
2019-2020,Everton,Liverpool,0,0,935,1279,54.0,79.0,49.0,39.0,36.27,28.4,52.11,24.65,0.4666666666666667,0.8,37,82,0
2019-2020,Manchester City,Burnley,5,0,1166,894,110.0,36.0,50.0,53.0,46.75,22.69,28.31,22.83,0.6,0.6,60,39,1
2019-2020,Leicester City,Brighton,0,0,951,815,69.0,48.0,43.0,59.0,32.77,26.89,23.58,31.13,0.3333333333333333,0.4,54,32,0
2019-2020,Tottenham,West Ham,2,0,960,808,51.0,52.0,50.0,67.0,42.79,24.91,32.57,25.66,0.3333333333333333,0.2,42,27,1
2019-2020,Newcastle Utd,Aston Villa,1,1,889,723,36.0,46.0,66.0,70.0,37.47,25.47,33.86,29.35,0.4666666666666667,0.0666666666666666,38,26,0
2019-2020,Norwich City,Everton,0,1,716,942,37.0,71.0,54.0,49.0,27.17,28.32,36.24,28.46,0.2,0.3333333333333333,21,38,-1
2019-2020,Wolves,Bournemouth,1,0,979,766,54.0,37.0,45.0,63.0,26.82,28.18,29.67,23.08,0.7333333333333333,0.0666666666666666,46,27,1
2019-2020,Manchester Utd,Sheffield Utd,3,0,1013,780,69.0,38.0,46.0,51.0,61.8,21.91,28.29,30.92,0.7333333333333333,0.5333333333333333,46,44,1
2019-2020,Liverpool,Crystal Palace,4,0,1283,922,79.0,39.0,34.0,57.0,52.06,24.72,29.19,25.12,0.6666666666666666,0.8,83,42,1
2019-2020,Southampton,Arsenal,0,2,856,955,56.0,59.0,52.0,56.0,31.05,27.18,53.75,25.56,0.4,0.6,37,40,-1
2019-2020,Burnley,Watford,1,0,908,828,50.0,53.0,49.0,57.0,28.18,22.73,25.19,23.64,0.5333333333333333,0.3333333333333333,39,28,1
2019-2020,Chelsea,Manchester City,2,1,1017,1143,79.0,41.0,111.0,36.0,53.65,24.63,46.81,22.67,0.6666666666666666,0.8,51,63,1
2019-2020,Aston Villa,Wolves,0,1,717,985,46.0,70.0,54.0,37.0,33.82,29.42,27.15,28.05,0.1333333333333333,0.8666666666666667,27,49,-1
2019-2020,Watford,Southampton,1,3,813,871,49.0,57.0,56.0,59.0,25.1,23.55,31.01,27.15,0.2666666666666666,0.4,28,37,-1
2019-2020,Crystal Palace,Burnley,0,1,905,925,34.0,57.0,50.0,53.0,29.12,25.06,28.51,22.62,0.8,0.5333333333333333,42,42,-1
2019-2020,Brighton,Manchester Utd,0,3,807,1021,48.0,59.0,69.0,38.0,23.36,31.78,61.83,21.89,0.4,0.7333333333333333,33,49,-1
2019-2020,Arsenal,Norwich City,4,0,961,710,52.0,56.0,37.0,71.0,53.79,25.54,27.09,28.24,0.6,0.2,43,21,1
2019-2020,Bournemouth,Newcastle Utd,1,4,755,900,45.0,63.0,36.0,66.0,29.51,22.95,37.43,25.55,0.0666666666666666,0.5333333333333333,27,39,-1
2019-2020,Everton,Leicester City,2,1,958,935,54.0,49.0,69.0,43.0,36.3,28.44,32.7,27.03,0.3333333333333333,0.3333333333333333,41,55,1
2019-2020,West Ham,Chelsea,3,2,833,992,50.0,67.0,79.0,41.0,32.53,25.63,53.7,24.6,0.2,0.8666666666666667,27,54,1
2019-2020,Sheffield Utd,Tottenham,3,1,804,936,46.0,51.0,51.0,52.0,28.1,30.72,42.84,24.88,0.3333333333333333,0.3333333333333333,44,45,1
2019-2020,Manchester City,Liverpool,4,0,1165,1261,111.0,36.0,80.0,39.0,46.76,22.64,52.1,24.7,0.6,0.6666666666666666,63,86,1
2019-2020,Norwich City,Brighton,0,1,698,819,37.0,71.0,48.0,59.0,27.01,28.16,23.15,31.48,0.2,0.3333333333333333,21,33,-1
2019-2020,Manchester Utd,Bournemouth,5,2,1027,749,69.0,38.0,45.0,63.0,61.87,21.87,29.35,22.83,0.7333333333333333,0.0666666666666666,52,27,1
2019-2020,Leicester City,Crystal Palace,3,0,950,890,69.0,43.0,34.0,57.0,32.64,26.98,29.05,25.0,0.3333333333333333,0.6,55,42,1
2019-2020,Wolves,Arsenal,0,2,968,978,54.0,37.0,53.0,55.0,27.48,27.93,53.83,25.51,0.8666666666666667,0.6,52,46,-1
2019-2020,Chelsea,Watford,3,0,1000,805,79.0,41.0,49.0,57.0,53.64,24.58,25.0,23.46,0.6666666666666666,0.2666666666666666,54,28,1
2019-2020,Burnley,Sheffield Utd,1,1,920,809,50.0,46.0,53.0,51.0,28.83,22.52,28.57,30.52,0.5333333333333333,0.4666666666666667,45,47,0
2019-2020,Newcastle Utd,West Ham,2,2,897,836,37.0,50.0,65.0,67.0,37.5,25.53,32.6,25.6,0.7333333333333333,0.4,42,30,0
2019-2020,Liverpool,Aston Villa,2,0,1262,716,80.0,39.0,46.0,70.0,52.06,24.67,33.79,29.39,0.4666666666666667,0.1333333333333333,86,27,1
2019-2020,Southampton,Manchester City,1,0,898,1138,56.0,59.0,112.0,36.0,31.09,27.11,46.82,22.61,0.4,0.6,40,66,1
2019-2020,Tottenham,Everton,1,0,953,941,51.0,52.0,54.0,49.0,42.8,24.86,36.36,28.41,0.3333333333333333,0.5333333333333333,45,44,1
2019-2020,Watford,Norwich City,2,1,816,687,49.0,57.0,37.0,71.0,24.9,23.37,26.93,28.08,0.0666666666666666,0.0,28,21,1
2019-2020,Crystal Palace,Chelsea,2,3,879,1011,34.0,57.0,79.0,41.0,28.98,24.94,53.69,24.56,0.4,0.8,42,57,-1
2019-2020,Arsenal,Leicester City,1,1,977,951,53.0,69.0,55.0,43.0,53.87,25.49,32.77,26.93,0.6,0.5333333333333333,49,58,0
2019-2020,Sheffield Utd,Wolves,1,0,832,945,46.0,51.0,54.0,37.0,28.39,30.97,27.35,27.8,0.3333333333333333,0.6666666666666666,48,52,1
2019-2020,West Ham,Burnley,0,1,824,932,50.0,67.0,50.0,53.0,32.57,25.68,28.7,22.87,0.2666666666666666,0.5333333333333333,31,46,-1
2019-2020,Manchester City,Newcastle Utd,5,0,1144,891,112.0,36.0,37.0,65.0,46.77,22.59,37.46,25.6,0.6,0.7333333333333333,66,43,1
2019-2020,Brighton,Liverpool,1,3,817,1264,48.0,59.0,80.0,39.0,23.85,31.19,52.1,24.65,0.5333333333333333,0.6666666666666666,36,89,-1
2019-2020,Everton,Southampton,1,1,939,900,54.0,56.0,49.0,59.0,36.32,28.38,31.18,27.08,0.4666666666666667,0.6,44,43,0
2019-2020,Bournemouth,Tottenham,0,0,757,945,45.0,51.0,63.0,52.0,29.19,22.7,42.86,24.84,0.0,0.5333333333333333,27,48,0
2019-2020,Aston Villa,Manchester Utd,0,3,711,1032,46.0,70.0,70.0,38.0,33.75,29.36,61.9,21.85,0.1333333333333333,0.8666666666666667,27,55,-1
2019-2020,Norwich City,West Ham,0,4,677,834,37.0,71.0,50.0,67.0,26.86,28.0,32.53,25.66,0.0,0.2666666666666666,21,31,-1
2019-2020,Watford,Newcastle Utd,2,1,835,872,49.0,57.0,37.0,65.0,25.19,23.28,37.42,25.58,0.2666666666666666,0.5333333333333333,31,43,1
2019-2020,Liverpool,Burnley,1,1,1252,944,80.0,50.0,39.0,53.0,52.15,24.63,29.02,22.77,0.6666666666666666,0.6666666666666666,92,49,0
2019-2020,Sheffield Utd,Chelsea,3,0,856,987,46.0,51.0,79.0,41.0,28.85,30.77,53.73,24.53,0.4666666666666667,0.8,51,60,1
2019-2020,Brighton,Manchester City,0,5,813,1148,48.0,59.0,113.0,36.0,23.64,30.91,46.83,22.56,0.4666666666666667,0.6,36,69,-1
2019-2020,Wolves,Everton,3,0,961,923,54.0,37.0,54.0,49.0,27.23,27.68,36.29,28.45,0.6,0.5333333333333333,52,45,1
2019-2020,Aston Villa,Crystal Palace,2,0,734,856,46.0,70.0,34.0,57.0,33.72,29.33,28.91,24.88,0.0666666666666666,0.2,27,42,1
2019-2020,Tottenham,Arsenal,2,1,962,960,51.0,52.0,53.0,55.0,42.82,24.91,53.82,25.56,0.5333333333333333,0.6666666666666666,49,50,1
2019-2020,Bournemouth,Leicester City,4,1,781,927,45.0,63.0,69.0,43.0,29.03,23.12,32.71,27.07,0.0666666666666666,0.4,28,59,1
2019-2020,Manchester Utd,Southampton,2,2,1026,906,70.0,56.0,38.0,59.0,61.94,21.83,31.14,27.17,0.8666666666666667,0.6666666666666666,58,44,0
2019-2020,Chelsea,Norwich City,1,0,992,672,79.0,41.0,37.0,71.0,53.68,24.51,26.78,27.92,0.6,0.0,60,21,1
2019-2020,Burnley,Wolves,1,1,945,960,50.0,54.0,53.0,37.0,28.89,23.11,27.56,27.56,0.7333333333333333,0.6,50,55,0
2019-2020,Newcastle Utd,Tottenham,1,3,860,974,37.0,65.0,51.0,52.0,37.38,25.55,42.87,24.88,0.3333333333333333,0.6666666666666666,43,52,-1
2019-2020,Manchester City,Bournemouth,2,1,1151,778,114.0,36.0,46.0,62.0,46.89,22.54,29.41,22.99,0.6,0.2666666666666666,72,31,1
2019-2020,Arsenal,Liverpool,2,1,987,1225,53.0,55.0,80.0,39.0,53.77,25.54,52.1,24.7,0.6666666666666666,0.6666666666666666,50,93,1
2019-2020,Leicester City,Sheffield Utd,2,0,940,843,69.0,43.0,46.0,51.0,32.65,27.02,29.3,30.57,0.3333333333333333,0.6666666666666666,59,54,1
2019-2020,Everton,Aston Villa,1,1,915,742,54.0,46.0,49.0,70.0,36.25,28.42,33.79,29.3,0.4666666666666667,0.2666666666666666,45,30,0
2019-2020,Southampton,Brighton,1,1,902,817,56.0,48.0,59.0,59.0,31.1,27.26,23.42,30.63,0.5333333333333333,0.2666666666666666,45,36,0
2019-2020,Crystal Palace,Manchester Utd,0,2,847,1035,34.0,57.0,70.0,38.0,28.84,24.82,61.88,21.9,0.0,0.8666666666666667,42,59,-1
2019-2020,West Ham,Watford,3,1,850,819,51.0,66.0,49.0,57.0,32.61,25.63,25.48,23.19,0.4666666666666667,0.4,34,34,1
2019-2020,Norwich City,Burnley,0,2,666,951,37.0,71.0,50.0,53.0,26.7,27.84,28.76,23.45,0.0,0.6,21,51,-1
2019-2020,Bournemouth,Southampton,0,2,767,913,46.0,62.0,56.0,59.0,29.26,22.87,31.06,27.35,0.2666666666666666,0.6,31,46,-1
2019-2020,Tottenham,Leicester City,3,0,988,926,51.0,52.0,69.0,43.0,42.92,24.86,32.77,26.97,0.6666666666666666,0.4666666666666667,55,62,1
2019-2020,Sheffield Utd,Everton,0,1,830,928,46.0,51.0,54.0,49.0,29.11,30.38,36.22,28.49,0.6666666666666666,0.3333333333333333,54,46,-1
2019-2020,Brighton,Newcastle Utd,0,0,819,858,48.0,37.0,59.0,65.0,23.21,31.25,37.34,25.52,0.2666666666666666,0.2666666666666666,37,43,0
2019-2020,Wolves,Crystal Palace,2,0,971,836,54.0,37.0,34.0,57.0,27.43,27.88,28.77,24.76,0.4666666666666667,0.0,56,42,1
2019-2020,Watford,Manchester City,0,4,815,1155,49.0,57.0,114.0,36.0,25.38,23.11,46.95,22.51,0.4,0.8,34,75,-1
2019-2020,Aston Villa,Arsenal,1,0,768,961,46.0,70.0,53.0,55.0,33.75,29.38,53.82,25.51,0.2666666666666666,0.6666666666666666,31,53,1
2019-2020,Manchester Utd,West Ham,1,1,1027,858,70.0,51.0,38.0,66.0,61.92,21.88,32.68,25.6,0.8666666666666667,0.6666666666666666,62,37,0
2019-2020,Liverpool,Chelsea,5,3,1232,985,80.0,39.0,79.0,41.0,52.05,24.67,53.72,24.49,0.4666666666666667,0.6,93,63,1
2019-2020,Burnley,Brighton,1,2,929,841,50.0,53.0,48.0,59.0,29.07,23.35,23.01,31.86,0.6,0.3333333333333333,54,38,-1
2019-2020,West Ham,Aston Villa,1,1,854,772,51.0,46.0,66.0,70.0,32.64,25.68,33.82,29.34,0.5333333333333333,0.4666666666666667,38,34,0
2019-2020,Arsenal,Watford,3,2,971,805,53.0,55.0,49.0,57.0,53.77,25.49,25.28,23.02,0.4666666666666667,0.4,53,34,1
2019-2020,Crystal Palace,Tottenham,1,1,843,981,34.0,51.0,57.0,52.0,28.71,24.71,42.98,24.84,0.0,0.8666666666666667,42,58,0
2019-2020,Everton,Bournemouth,1,3,905,790,54.0,49.0,46.0,62.0,36.28,28.47,29.1,22.75,0.3333333333333333,0.2666666666666666,49,31,-1
2019-2020,Chelsea,Wolves,2,0,1000,956,79.0,41.0,54.0,37.0,53.67,24.47,27.75,27.75,0.6,0.4666666666666667,63,59,1
2019-2020,Newcastle Utd,Liverpool,1,3,855,1235,37.0,65.0,80.0,39.0,37.3,25.6,52.09,24.65,0.1333333333333333,0.6666666666666666,44,96,-1
2019-2020,Leicester City,Manchester Utd,0,2,915,1038,69.0,43.0,70.0,38.0,32.71,26.92,61.86,21.95,0.4666666666666667,0.7333333333333333,62,63,-1
2019-2020,Manchester City,Norwich City,5,0,1157,664,115.0,36.0,37.0,71.0,47.01,22.49,26.63,27.76,0.8,0.0,78,21,1
2019-2020,Southampton,Sheffield Utd,3,1,925,818,56.0,59.0,46.0,51.0,31.15,27.32,28.93,30.19,0.6,0.4666666666666667,49,54,1
2020-2021,Fulham,Arsenal,0,3,676,976,41.06,57.64,52.25,43.23,29.51,26.5,53.81,25.46,0.6,0.4666666666666667,0,0,-1
2020-2021,Crystal Palace,Southampton,1,0,863,905,35.29,61.9,45.28,58.55,28.64,24.88,31.23,27.28,0.0666666666666666,0.6,0,0,1
2020-2021,Liverpool,Leeds United,4,3,1235,462,72.21,47.3,59.26,63.02,52.14,24.63,40.38,26.71,0.6666666666666666,0.0,0,0,1
2020-2021,West Ham,Newcastle Utd,0,2,838,871,60.34,49.86,43.96,60.02,32.61,25.76,37.27,25.57,0.5333333333333333,0.0666666666666666,0,0,-1
2020-2021,West Brom,Leicester City,0,3,755,924,34.97,74.04,58.8,47.07,24.56,28.07,32.65,26.87,0.6666666666666666,0.2666666666666666,0,0,-1
2020-2021,Tottenham,Everton,0,1,962,924,56.68,52.55,49.24,50.16,42.94,24.91,36.25,28.44,0.7333333333333333,0.3333333333333333,0,0,-1
2020-2021,Sheffield Utd,Wolves,0,2,808,966,33.16,66.11,38.62,52.19,28.75,30.0,27.63,27.63,0.4,0.4666666666666667,0,0,-1
2020-2021,Brighton,Chelsea,1,3,832,1009,53.82,39.91,68.66,30.9,23.68,31.58,53.72,24.44,0.3333333333333333,0.6,0,0,-1
2020-2021,Everton,West Brom,5,2,933,746,49.0,50.0,35.0,74.0,36.3,28.41,24.51,28.01,0.4666666666666667,0.4666666666666667,3,0,1
2020-2021,Leeds United,Fulham,4,3,487,651,59.0,63.0,41.0,58.0,40.3,26.65,29.46,26.45,0.0,0.4,0,0,1
2020-2021,Manchester Utd,Crystal Palace,1,3,1015,886,63.17,41.92,35.0,62.0,61.9,21.93,28.81,24.82,0.7333333333333333,0.2666666666666666,0,3,-1
2020-2021,Arsenal,West Ham,2,1,986,828,53.0,43.0,60.0,50.0,53.85,25.44,32.57,25.73,0.6,0.5333333333333333,3,0,1
2020-2021,Southampton,Tottenham,2,5,892,975,45.0,59.0,57.0,53.0,31.2,27.25,42.9,24.88,0.5333333333333333,0.6666666666666666,0,0,-1
2020-2021,Newcastle Utd,Brighton,0,3,853,850,44.0,60.0,54.0,40.0,37.33,25.55,23.48,31.3,0.2666666666666666,0.3333333333333333,3,0,-1
2020-2021,Chelsea,Liverpool,0,2,1002,1242,69.0,31.0,72.0,47.0,53.76,24.42,52.18,24.61,0.6,0.6666666666666666,3,3,-1
2020-2021,Leicester City,Burnley,4,2,940,913,59.0,47.0,38.13,59.06,32.77,26.82,28.95,23.25,0.4,0.5333333333333333,3,0,1
2020-2021,Aston Villa,Sheffield Utd,1,0,790,790,56.72,53.25,33.0,66.0,33.78,29.42,28.57,29.81,0.5333333333333333,0.2,0,0,1
2020-2021,Wolves,Manchester City,1,3,958,1165,39.0,52.0,77.72,30.61,27.95,27.51,47.07,22.46,0.6666666666666666,1.0,3,0,-1
2020-2021,Brighton,Manchester Utd,2,3,841,1024,54.0,40.0,63.0,42.0,24.14,31.03,61.84,21.91,0.5333333333333333,0.5333333333333333,3,0,-1
2020-2021,Crystal Palace,Everton,1,2,872,947,35.0,61.0,50.0,49.0,28.97,24.77,36.36,28.39,0.4666666666666667,0.6666666666666666,6,6,-1
2020-2021,West Brom,Chelsea,3,3,756,992,35.0,69.0,75.0,31.0,24.45,27.95,53.71,24.4,0.4,0.6,0,3,0
2020-2021,Burnley,Southampton,0,1,896,909,38.0,59.0,45.0,59.0,28.82,23.14,31.16,27.22,0.3333333333333333,0.4666666666666667,0,0,-1
2020-2021,Sheffield Utd,Leeds United,0,1,763,514,33.0,66.0,59.0,63.0,28.4,29.63,40.43,26.6,0.0,0.2,0,3,-1
2020-2021,Tottenham,Newcastle Utd,1,1,970,858,58.0,44.0,52.0,60.0,42.95,24.86,37.29,25.52,0.6666666666666666,0.2666666666666666,3,3,0
2020-2021,Manchester City,Leicester City,2,5,1140,965,78.0,30.0,59.0,47.0,47.13,22.44,32.9,26.77,1.0,0.6,3,6,-1
2020-2021,West Ham,Wolves,4,0,850,936,60.0,50.0,39.0,52.0,32.54,25.7,27.83,27.39,0.3333333333333333,0.4666666666666667,0,3,1
2020-2021,Fulham,Aston Villa,0,3,641,800,41.0,58.0,57.0,53.0,29.4,26.4,33.85,29.39,0.2,0.7333333333333333,0,3,-1
2020-2021,Liverpool,Arsenal,3,1,1248,980,72.0,47.0,53.0,43.0,52.23,24.58,53.9,25.42,0.8,0.8,6,6,1
2020-2021,Chelsea,Crystal Palace,4,0,1003,861,69.0,31.0,35.0,61.0,53.66,24.47,28.9,24.71,0.4666666666666667,0.4666666666666667,4,6,1
2020-2021,Everton,Brighton,4,2,958,830,50.0,49.0,54.0,40.0,36.42,28.36,23.93,30.77,0.8,0.4666666666666667,9,3,1
2020-2021,Leeds United,Manchester City,1,1,529,1125,59.0,78.0,63.0,30.0,40.55,26.54,47.07,22.41,0.4,0.8,6,3,0
2020-2021,Newcastle Utd,Burnley,3,1,876,878,44.0,60.0,38.0,59.0,37.25,25.6,28.7,23.04,0.3333333333333333,0.2666666666666666,4,0,1
2020-2021,Leicester City,West Ham,0,3,944,871,60.0,46.0,61.0,49.0,33.02,26.72,32.61,25.68,0.6,0.3333333333333333,9,3,-1
2020-2021,Southampton,West Brom,2,0,918,747,45.0,59.0,35.0,75.0,31.24,27.18,24.4,28.1,0.6,0.2666666666666666,3,1,1
2020-2021,Arsenal,Sheffield Utd,2,1,987,756,53.0,43.0,33.0,66.0,53.85,25.39,28.22,29.45,0.6,0.0,6,0,1
2020-2021,Wolves,Fulham,1,0,941,636,39.0,52.0,41.0,58.0,27.71,27.27,29.35,26.36,0.4,0.0,3,0,1
2020-2021,Manchester Utd,Tottenham,1,6,1006,988,63.0,42.0,58.0,52.0,61.87,21.89,42.91,24.93,0.6666666666666666,0.5333333333333333,3,4,-1
2020-2021,Aston Villa,Liverpool,7,2,830,1218,57.0,53.0,72.0,47.0,33.92,29.36,52.27,24.56,0.7333333333333333,1.0,6,9,1
2020-2021,Everton,Liverpool,2,2,968,1208,50.0,72.0,49.0,47.0,36.48,28.33,52.22,24.54,0.8,0.8,12,9,0
2020-2021,Chelsea,Southampton,3,3,999,922,70.0,45.0,31.0,59.0,53.7,24.44,31.33,27.15,0.6666666666666666,0.6,7,6,0
2020-2021,Manchester City,Arsenal,1,0,1135,977,78.0,30.0,53.0,43.0,47.02,22.5,53.89,25.37,0.6666666666666666,0.8,4,9,1
2020-2021,Newcastle Utd,Manchester Utd,1,4,866,1016,44.0,60.0,63.0,42.0,37.32,25.57,61.82,21.87,0.4666666666666667,0.4666666666666667,7,3,-1
2020-2021,Sheffield Utd,Fulham,1,1,751,641,33.0,41.0,66.0,58.0,28.05,29.27,29.29,26.31,0.0,0.0,0,0,0
2020-2021,Crystal Palace,Brighton,1,1,860,831,35.0,54.0,61.0,40.0,28.84,24.65,23.73,30.51,0.4666666666666667,0.4,6,3,0
2020-2021,Tottenham,West Ham,3,3,983,876,60.0,61.0,51.0,49.0,42.96,24.91,32.68,25.65,0.5333333333333333,0.4666666666666667,7,6,0
2020-2021,Leicester City,Aston Villa,0,1,923,851,60.0,46.0,59.0,51.0,32.96,26.67,33.99,29.33,0.6,0.8666666666666667,9,9,-1
2020-2021,West Brom,Burnley,0,0,753,872,35.0,38.0,75.0,59.0,24.35,28.04,28.57,22.94,0.0666666666666666,0.2,1,0,0
2020-2021,Leeds United,Wolves,0,1,526,944,59.0,63.0,39.0,52.0,40.47,26.69,28.02,27.16,0.4666666666666667,0.4,7,6,-1
2020-2021,Aston Villa,Leeds United,0,3,823,554,59.0,51.0,59.0,63.0,34.06,29.3,40.38,26.64,0.8666666666666667,0.4666666666666667,12,7,-1
2020-2021,West Ham,Manchester City,1,1,886,1125,61.0,78.0,49.0,30.0,32.65,25.73,47.08,22.47,0.4666666666666667,0.6666666666666666,7,7,0
2020-2021,Fulham,Crystal Palace,1,2,634,867,41.0,58.0,35.0,61.0,29.24,26.44,28.77,24.83,0.0666666666666666,0.4666666666666667,1,7,-1
2020-2021,Manchester Utd,Chelsea,0,0,1015,1000,64.0,70.0,42.0,31.0,61.85,21.85,53.65,24.51,0.6,0.5333333333333333,6,8,0
2020-2021,Liverpool,Sheffield Utd,2,1,1210,749,72.0,47.0,33.0,66.0,52.17,24.61,27.88,29.7,0.6666666666666666,0.0666666666666666,10,1,1
2020-2021,Southampton,Everton,2,0,940,950,45.0,59.0,50.0,49.0,31.29,27.24,36.45,28.4,0.4666666666666667,0.8666666666666667,7,13,1
