Home Team,Away Team,Home Team ELO,Away Team ELO,Home Team Win Percentage,Home Team Draw Percentage,Away Team Win Percentage,Away Team Draw Percentage,Winner
Wimbledon,Norwich City,1535,1551,33.33,27.27,52.94,23.53,1
Manchester City,Manchester Utd,1519,1601,40.62,21.88,51.52,30.3,0
Oldham Athletic,QPR,1414,1484,25.0,21.88,39.39,24.24,0
Chelsea,Tottenham,1487,1531,33.33,33.33,37.5,28.12,0
Sheffield Utd,Crystal Palace,1429,1490,28.12,21.88,25.0,37.5,-1
Blackburn,Middlesbrough,1484,1402,38.71,32.26,24.24,27.27,0
Nott'ham Forest,Leeds United,1449,1500,25.0,25.0,34.38,28.12,0
Middlesbrough,Oldham Athletic,1387,1429,23.53,29.41,24.24,24.24,-1
Crystal Palace,Liverpool,1491,1516,27.27,36.36,36.36,27.27,0
Tottenham,Manchester City,1546,1504,36.36,30.3,39.39,24.24,1
Coventry City,Sheffield Utd,1455,1447,34.29,31.43,27.27,21.21,-1
Manchester Utd,Arsenal,1597,1509,50.0,32.35,40.62,21.88,0
Norwich City,Aston Villa,1570,1600,51.43,22.86,52.94,29.41,1
Everton,Ipswich Town,1480,1457,34.29,17.14,29.41,44.12,1
Leeds United,Chelsea,1499,1488,33.33,30.3,32.35,35.29,0
Southampton,Nott'ham Forest,1493,1468,34.29,28.57,24.24,27.27,-1
QPR,Blackburn,1468,1500,38.24,26.47,37.5,34.38,-1
Sheffield Weds,Wimbledon,1560,1536,40.62,31.25,35.29,26.47,0
Coventry City,Southampton,1473,1475,33.33,30.56,33.33,27.78,1
Blackburn,Liverpool,1517,1499,39.39,33.33,35.29,29.41,1
Manchester City,Ipswich Town,1518,1443,38.24,23.53,28.57,42.86,1
Crystal Palace,QPR,1490,1469,26.47,38.24,37.14,25.71,0
Oldham Athletic,Wimbledon,1450,1515,26.47,23.53,34.29,28.57,1
Chelsea,Middlesbrough,1499,1376,31.43,37.14,22.86,28.57,1
Nott'ham Forest,Aston Villa,1458,1610,26.47,26.47,51.43,28.57,-1
Norwich City,Manchester Utd,1555,1612,52.78,22.22,48.57,34.29,-1
Ipswich Town,Chelsea,1446,1496,27.78,41.67,33.33,36.11,0
Sheffield Utd,Leeds United,1465,1481,29.41,20.59,32.35,32.35,1
Middlesbrough,Arsenal,1398,1487,22.22,27.78,39.39,24.24,1
Nott'ham Forest,Blackburn,1445,1530,25.71,25.71,41.18,32.35,-1
Oldham Athletic,Sheffield Weds,1455,1555,28.57,22.86,39.39,33.33,0
Sheffield Utd,Manchester City,1467,1516,31.43,20.0,40.0,22.86,0
Wimbledon,Crystal Palace,1530,1475,33.33,27.78,25.71,40.0,1
Tottenham,Norwich City,1562,1539,38.24,29.41,51.35,21.62,1
Aston Villa,Coventry City,1604,1479,52.78,27.78,35.14,29.73,0
QPR,Nott'ham Forest,1484,1430,36.11,27.78,25.0,25.0,1
Southampton,Chelsea,1492,1479,32.43,27.03,32.43,37.84,1
Liverpool,Oldham Athletic,1513,1441,34.29,28.57,27.78,25.0,1
Middlesbrough,Everton,1386,1492,24.32,27.03,36.11,16.67,-1
Manchester Utd,Sheffield Weds,1625,1542,50.0,33.33,38.24,35.29,1
Leeds United,Blackburn,1499,1512,31.43,31.43,42.86,31.43,1
Ipswich Town,Arsenal,1432,1501,27.03,43.24,38.24,23.53,-1
Manchester City,Liverpool,1516,1513,38.89,25.0,36.11,27.78,0
Crystal Palace,Middlesbrough,1487,1374,25.0,38.89,23.68,26.32,1
Arsenal,Aston Villa,1490,1615,40.0,22.86,51.35,29.73,-1
Blackburn,Ipswich Town,1524,1420,41.67,30.56,26.32,42.11,1
Everton,QPR,1476,1500,37.84,16.22,37.84,27.03,-1
Coventry City,Manchester Utd,1469,1635,34.21,31.58,51.35,32.43,-1
Chelsea,Wimbledon,1497,1512,31.58,36.84,35.14,27.03,1
Sheffield Weds,Southampton,1556,1478,37.14,34.29,34.21,26.32,1
Nott'ham Forest,Tottenham,1452,1540,24.32,24.32,40.0,28.57,1
Norwich City,Leeds United,1553,1485,50.0,21.05,33.33,30.56,1
Oldham Athletic,Sheffield Utd,1442,1466,27.03,24.32,30.56,22.22,0
Tottenham,Oldham Athletic,1552,1430,38.89,27.78,26.32,26.32,1
Liverpool,Coventry City,1527,1455,35.14,29.73,33.33,30.77,1
Manchester Utd,Chelsea,1645,1487,52.63,31.58,33.33,35.9,1
Sheffield Utd,Blackburn,1453,1537,29.73,24.32,43.24,29.73,-1
Southampton,Everton,1478,1476,33.33,25.64,36.84,15.79,0
Leeds United,Crystal Palace,1485,1487,32.43,29.73,27.03,37.84,0
Wimbledon,Nott'ham Forest,1525,1439,34.21,26.32,26.32,23.68,1
Aston Villa,Manchester City,1627,1504,52.63,28.95,37.84,27.03,1
Ipswich Town,Norwich City,1442,1531,25.64,41.03,51.28,20.51,1
Middlesbrough,Tottenham,1398,1528,23.08,25.64,40.54,27.03,1
Liverpool,Leeds United,1541,1471,36.84,28.95,31.58,31.58,1
Manchester City,Wimbledon,1505,1524,36.84,26.32,35.9,25.64,0
Crystal Palace,Manchester Utd,1478,1654,26.32,39.47,53.85,30.77,-1
Blackburn,Aston Villa,1557,1607,44.74,28.95,53.85,28.21,1
Arsenal,Nott'ham Forest,1488,1441,38.89,22.22,25.64,23.08,0
Sheffield Weds,Sheffield Utd,1551,1458,38.89,33.33,28.95,23.68,0
Leeds United,QPR,1472,1499,30.77,30.77,39.47,26.32,0
Sheffield Weds,Middlesbrough,1528,1421,37.84,35.14,25.0,25.0,-1
Chelsea,Coventry City,1502,1440,32.5,35.0,32.5,30.0,1
Norwich City,Liverpool,1547,1525,50.0,20.0,38.46,28.21,1
Crystal Palace,Ipswich Town,1492,1428,25.64,38.46,27.5,40.0,1
Nott'ham Forest,Sheffield Utd,1426,1473,25.0,25.0,28.21,25.64,-1
Everton,Arsenal,1477,1487,35.9,17.95,37.84,24.32,0
Tottenham,Wimbledon,1528,1524,39.47,26.32,35.0,27.5,0
Southampton,Manchester City,1463,1520,32.5,27.5,35.9,28.21,-1
Aston Villa,Oldham Athletic,1583,1454,52.5,27.5,25.64,25.64,-1
Manchester Utd,Blackburn,1666,1545,55.0,30.0,46.15,28.21,1
Arsenal,QPR,1488,1498,36.84,26.32,38.46,28.21,0
Everton,Sheffield Utd,1461,1489,35.0,20.0,30.0,25.0,-1
Sheffield Weds,Leeds United,1525,1475,36.84,34.21,30.0,32.5,0
Oldham Athletic,Liverpool,1473,1506,27.5,25.0,37.5,27.5,1
Manchester City,Crystal Palace,1519,1493,37.5,27.5,27.5,37.5,0
Tottenham,Blackburn,1513,1560,38.46,28.21,45.0,27.5,-1
Sheffield Weds,Arsenal,1539,1474,35.9,35.9,35.9,28.21,1
Arsenal,Crystal Palace,1491,1476,35.0,27.5,26.83,39.02,1
Ipswich Town,Nott'ham Forest,1444,1410,26.83,39.02,24.39,24.39,1
Middlesbrough,Norwich City,1427,1541,26.83,24.39,51.22,19.51,0
Liverpool,Tottenham,1522,1497,36.59,26.83,37.5,27.5,1
Sheffield Utd,Chelsea,1506,1485,31.71,24.39,34.15,34.15,1
Manchester City,Everton,1500,1480,36.59,29.27,34.15,19.51,-1
Blackburn,Sheffield Weds,1575,1524,46.34,26.83,37.5,35.0,1
Oldham Athletic,Southampton,1489,1447,29.27,24.39,31.71,26.83,1
Coventry City,Leeds United,1442,1473,31.71,29.27,29.27,34.15,0
Wimbledon,Manchester Utd,1514,1676,34.15,29.27,56.1,29.27,-1
QPR,Aston Villa,1518,1563,37.5,30.0,51.22,26.83,1
Arsenal,Tottenham,1475,1513,36.59,26.83,36.59,26.83,-1
QPR,Sheffield Weds,1534,1508,39.02,29.27,36.59,34.15,1
Liverpool,Sheffield Weds,1537,1493,38.1,26.19,35.71,33.33,1
Chelsea,Blackburn,1473,1587,33.33,33.33,47.62,26.19,-1
Aston Villa,QPR,1578,1519,50.0,26.19,40.48,28.57,1
Oldham Athletic,Ipswich Town,1471,1462,30.95,23.81,28.57,38.1,-1
Arsenal,Coventry City,1457,1460,35.71,26.19,30.95,30.95,-1
Manchester City,Leeds United,1499,1474,35.71,28.57,28.57,35.71,0
Newcastle Utd,Tottenham,1437,1526,0,0,38.1,26.19,-1
Sheffield Utd,Swindon Town,1519,1437,33.33,23.81,0,0,1
Southampton,Everton,1433,1494,30.95,26.19,35.71,19.05,-1
West Ham,Wimbledon,1437,1527,0,0,33.33,28.57,-1
Norwich City,Manchester Utd,1531,1686,50.0,21.43,57.14,28.57,-1
Tottenham,Arsenal,1507,1476,39.53,25.58,34.88,25.58,-1
Wimbledon,Chelsea,1525,1475,34.88,27.91,32.56,32.56,0
Leeds United,West Ham,1488,1423,27.91,37.21,0.0,0.0,1
Ipswich Town,Southampton,1477,1418,30.23,37.21,30.23,25.58,1
Everton,Manchester City,1510,1483,37.21,18.6,34.88,30.23,1
Manchester Utd,Sheffield Utd,1695,1510,58.14,27.91,34.88,23.26,1
Sheffield Weds,Aston Villa,1497,1574,34.88,32.56,51.16,25.58,0
Blackburn,Norwich City,1568,1550,48.84,25.58,48.84,20.93,-1
Swindon Town,Oldham Athletic,1423,1485,0.0,0.0,30.23,23.26,-1
Coventry City,Newcastle Utd,1475,1422,32.56,30.23,0.0,0.0,1
QPR,Liverpool,1504,1552,39.53,27.91,39.53,25.58,-1
Wimbledon,Aston Villa,1527,1572,34.09,29.55,50.0,27.27,0
Ipswich Town,Chelsea,1493,1459,31.82,36.36,31.82,34.09,1
Manchester Utd,Newcastle Utd,1685,1432,59.09,27.27,0.0,0.0,0
Coventry City,West Ham,1473,1425,34.09,29.55,0.0,0.0,0
Sheffield Weds,Arsenal,1480,1493,34.09,34.09,36.36,25.0,-1
Leeds United,Norwich City,1475,1563,29.55,36.36,50.0,20.45,-1
QPR,Southampton,1516,1406,38.64,27.27,29.55,25.0,1
Everton,Sheffield Utd,1526,1494,38.64,18.18,34.09,22.73,1
Blackburn,Oldham Athletic,1580,1473,47.73,25.0,31.82,22.73,1
Tottenham,Manchester City,1522,1468,38.64,25.0,34.09,29.55,1
Swindon Town,Liverpool,1413,1562,0.0,0.0,40.91,25.0,-1
Aston Villa,Manchester Utd,1561,1696,48.89,28.89,57.78,28.89,-1
Sheffield Utd,Wimbledon,1512,1509,33.33,22.22,33.33,31.11,1
Arsenal,Leeds United,1508,1460,37.78,24.44,28.89,35.56,1
Oldham Athletic,Coventry City,1473,1473,31.11,22.22,33.33,31.11,0
Manchester City,Blackburn,1457,1591,33.33,28.89,48.89,24.44,-1
West Ham,Sheffield Weds,1444,1461,0.0,33.33,33.33,33.33,1
Liverpool,Tottenham,1544,1540,42.22,24.44,40.0,24.44,-1
Chelsea,QPR,1478,1497,31.11,33.33,40.0,26.67,1
Norwich City,Ipswich Town,1576,1480,51.11,20.0,33.33,35.56,1
Southampton,Swindon Town,1422,1397,28.89,24.44,0.0,0.0,1
Newcastle Utd,Everton,1452,1506,0.0,33.33,40.0,17.78,1
Manchester City,Coventry City,1458,1472,32.61,28.26,32.61,32.61,0
Oldham Athletic,Wimbledon,1475,1507,30.43,23.91,32.61,30.43,0
Liverpool,Leeds United,1556,1448,41.3,23.91,28.26,34.78,1
Aston Villa,Tottenham,1576,1525,47.83,28.26,41.3,23.91,1
Arsenal,Everton,1524,1490,39.13,23.91,39.13,17.39,1
Chelsea,Sheffield Weds,1477,1462,32.61,32.61,32.61,32.61,0
Southampton,Manchester Utd,1417,1701,30.43,23.91,58.7,28.26,-1
West Ham,QPR,1430,1511,25.0,25.0,39.13,26.09,-1
Norwich City,Swindon Town,1568,1405,52.17,19.57,0.0,0.0,0
Sheffield Utd,Ipswich Town,1511,1481,34.78,21.74,32.61,34.78,0
Newcastle Utd,Blackburn,1458,1585,25.0,25.0,50.0,23.91,0
Everton,Aston Villa,1478,1588,38.3,17.02,48.94,27.66,-1
Ipswich Town,Newcastle Utd,1480,1459,31.91,36.17,20.0,40.0,0
Wimbledon,Southampton,1519,1405,31.91,31.91,29.79,23.4,1
Leeds United,Oldham Athletic,1465,1458,27.66,34.04,29.79,25.53,1
Coventry City,Liverpool,1492,1536,31.91,34.04,42.55,23.4,1
Manchester Utd,West Ham,1707,1424,59.57,27.66,20.0,20.0,1
Swindon Town,Manchester City,1391,1472,0.0,20.0,31.91,29.79,-1
Tottenham,Chelsea,1523,1479,40.43,23.4,31.91,34.04,0
Sheffield Weds,Norwich City,1467,1563,31.91,34.04,51.06,21.28,0
Blackburn,Arsenal,1582,1527,48.94,25.53,40.43,23.4,0
QPR,Sheffield Utd,1527,1495,40.43,25.53,34.04,23.4,1
Arsenal,Ipswich Town,1541,1466,39.58,25.0,31.25,37.5,1
Norwich City,Wimbledon,1545,1537,50.0,22.92,33.33,31.25,-1
Manchester City,QPR,1491,1508,33.33,29.17,41.67,25.0,1
Chelsea,Manchester Utd,1504,1682,31.25,35.42,60.42,27.08,1
Oldham Athletic,Everton,1443,1493,29.17,25.0,37.5,16.67,-1
Aston Villa,Coventry City,1584,1496,50.0,27.08,33.33,33.33,0
West Ham,Swindon Town,1422,1393,16.67,16.67,0.0,16.67,0
Sheffield Utd,Tottenham,1496,1522,33.33,22.92,39.58,25.0,0
Southampton,Leeds United,1392,1478,29.17,22.92,29.17,33.33,-1
Liverpool,Blackburn,1522,1596,41.67,22.92,47.92,27.08,-1
Newcastle Utd,Sheffield Weds,1475,1451,16.67,50.0,31.25,35.42,1
Blackburn,West Ham,1573,1445,48.98,26.53,14.29,28.57,-1
Tottenham,Oldham Athletic,1534,1431,38.78,26.53,28.57,24.49,1
QPR,Norwich City,1510,1543,40.82,24.49,48.98,22.45,0
Swindon Town,Newcastle Utd,1397,1471,0.0,28.57,28.57,42.86,0
Leeds United,Sheffield Utd,1495,1479,30.61,32.65,32.65,24.49,1
Coventry City,Chelsea,1496,1504,32.65,34.69,32.65,34.69,0
Ipswich Town,Aston Villa,1455,1595,30.61,36.73,48.98,28.57,-1
Everton,Liverpool,1510,1505,38.78,16.33,40.82,22.45,1
Sheffield Weds,Southampton,1464,1379,30.61,34.69,28.57,22.45,1
Manchester Utd,Arsenal,1692,1531,59.18,26.53,40.82,24.49,1
Wimbledon,Manchester City,1551,1477,34.69,30.61,34.69,28.57,1
Newcastle Utd,West Ham,1486,1430,25.0,50.0,25.0,25.0,1
Arsenal,Southampton,1540,1370,40.0,24.0,28.0,22.0,1
Sheffield Utd,Manchester City,1463,1493,32.0,24.0,34.0,28.0,-1
Everton,Norwich City,1496,1557,40.0,16.0,48.0,24.0,-1
Manchester Utd,Swindon Town,1697,1392,60.0,26.0,0.0,37.5,1
Oldham Athletic,Aston Villa,1438,1588,28.0,24.0,50.0,28.0,0
Coventry City,Leeds United,1480,1511,32.0,36.0,32.0,32.0,-1
Chelsea,Liverpool,1520,1489,32.0,36.0,40.0,22.0,1
Blackburn,Sheffield Weds,1568,1469,48.0,26.0,32.0,34.0,0
Ipswich Town,Tottenham,1459,1530,30.0,36.0,40.0,26.0,0
Wimbledon,QPR,1549,1512,36.0,30.0,40.0,26.0,0
Norwich City,Coventry City,1570,1467,49.02,23.53,31.37,35.29,1
West Ham,Chelsea,1450,1500,22.22,22.22,33.33,35.29,1
Swindon Town,Blackburn,1383,1577,0.0,33.33,47.06,27.45,-1
Aston Villa,Newcastle Utd,1567,1507,49.02,29.41,33.33,44.44,-1
Liverpool,Arsenal,1491,1538,39.22,21.57,41.18,23.53,0
Leeds United,Wimbledon,1529,1531,33.33,31.37,35.29,31.37,1
Sheffield Weds,Manchester Utd,1462,1704,31.37,35.29,60.78,25.49,-1
Southampton,Sheffield Utd,1374,1459,27.45,21.57,31.37,23.53,0
QPR,Ipswich Town,1526,1445,39.22,27.45,29.41,37.25,1
Tottenham,Everton,1544,1482,39.22,27.45,39.22,15.69,1
Manchester City,Oldham Athletic,1490,1441,35.29,27.45,27.45,25.49,0
Chelsea,Norwich City,1487,1583,32.69,34.62,50.0,23.08,-1
Coventry City,Southampton,1463,1378,30.77,34.62,26.92,23.08,0
Liverpool,Oldham Athletic,1505,1427,38.46,23.08,26.92,26.92,1
Swindon Town,Everton,1387,1478,0.0,30.0,38.46,15.38,0
West Ham,Aston Villa,1455,1562,30.0,20.0,48.08,28.85,0
Sheffield Weds,Wimbledon,1465,1528,30.77,34.62,34.62,30.77,0
Manchester Utd,Tottenham,1713,1535,61.54,25.0,40.38,26.92,1
Newcastle Utd,QPR,1492,1541,40.0,40.0,40.38,26.92,-1
Arsenal,Manchester City,1536,1492,40.38,25.0,34.62,28.85,0
Ipswich Town,Leeds United,1449,1525,28.85,36.54,34.62,30.77,0
Blackburn,Sheffield Utd,1572,1464,48.08,26.92,30.77,25.0,0
Oldham Athletic,Arsenal,1432,1531,26.42,26.42,39.62,26.42,0
Aston Villa,Chelsea,1575,1474,47.17,30.19,32.08,33.96,1
Tottenham,Swindon Town,1529,1393,39.62,26.42,0.0,36.36,0
Manchester City,Liverpool,1493,1504,33.96,30.19,39.62,22.64,0
Norwich City,West Ham,1577,1461,50.94,22.64,27.27,27.27,0
Sheffield Utd,Sheffield Weds,1464,1465,30.19,26.42,30.19,35.85,0
QPR,Coventry City,1553,1451,41.51,26.42,30.19,35.85,1
Everton,Manchester Utd,1471,1720,37.74,16.98,62.26,24.53,-1
Leeds United,Blackburn,1527,1570,33.96,32.08,47.17,28.3,0
Southampton,Newcastle Utd,1399,1471,26.42,24.53,36.36,36.36,1
Wimbledon,Ipswich Town,1508,1469,33.96,32.08,28.3,37.74,-1
Manchester Utd,QPR,1729,1544,62.96,24.07,42.59,25.93,1
Chelsea,Oldham Athletic,1456,1450,31.48,33.33,25.93,27.78,-1
Arsenal,Norwich City,1533,1575,38.89,27.78,50.0,24.07,0
Newcastle Utd,Wimbledon,1489,1490,33.33,33.33,33.33,31.48,1
Blackburn,Tottenham,1584,1515,46.3,29.63,38.89,27.78,1
Swindon Town,Aston Villa,1385,1583,0.0,41.67,48.15,29.63,-1
Liverpool,Southampton,1515,1388,38.89,24.07,27.78,24.07,1
Ipswich Town,Everton,1453,1487,29.63,37.04,37.04,16.67,-1
Sheffield Weds,Leeds United,1468,1524,29.63,37.04,33.33,33.33,0
Coventry City,Sheffield Utd,1452,1463,29.63,35.19,29.63,27.78,0
West Ham,Manchester City,1478,1476,25.0,33.33,33.33,31.48,1
Ipswich Town,Sheffield Weds,1438,1483,29.09,36.36,29.09,38.18,-1
Southampton,Tottenham,1410,1493,27.27,23.64,38.18,27.27,1
QPR,Blackburn,1562,1566,41.82,25.45,47.27,29.09,1
Arsenal,Aston Villa,1519,1597,38.18,29.09,49.09,29.09,-1
Coventry City,Everton,1470,1469,29.09,36.36,38.18,16.36,1
Sheffield Utd,Norwich City,1452,1586,29.09,29.09,49.09,25.45,-1
Leeds United,Chelsea,1537,1443,32.73,34.55,30.91,32.73,1
Liverpool,West Ham,1529,1464,40.0,23.64,30.77,30.77,1
Wimbledon,Swindon Town,1501,1374,32.73,30.91,0.0,38.46,1
Manchester City,Manchester Utd,1470,1735,32.73,30.91,63.64,23.64,-1
Oldham Athletic,Newcastle Utd,1436,1503,27.27,27.27,38.46,30.77,-1
Aston Villa,Sheffield Utd,1607,1442,50.0,28.57,28.57,28.57,1
Blackburn,Southampton,1575,1401,46.43,28.57,28.57,23.21,1
West Ham,Oldham Athletic,1479,1421,28.57,28.57,26.79,26.79,1
Chelsea,Arsenal,1430,1532,30.36,32.14,37.5,28.57,-1
Norwich City,Manchester City,1581,1475,50.0,25.0,32.14,30.36,0
Manchester Utd,Wimbledon,1742,1494,64.29,23.21,33.93,30.36,1
Everton,QPR,1457,1574,37.5,16.07,42.86,25.0,-1
Swindon Town,Ipswich Town,1377,1435,0.0,35.71,28.57,35.71,0
Tottenham,Leeds United,1495,1535,37.5,26.79,33.93,33.93,0
Sheffield Weds,Coventry City,1482,1471,30.36,37.5,30.36,35.71,0
Newcastle Utd,Liverpool,1520,1512,42.86,28.57,41.07,23.21,1
Chelsea,Manchester City,1432,1473,29.82,31.58,31.58,31.58,0
Blackburn,Coventry City,1586,1460,47.37,28.07,29.82,36.84,1
Everton,Leeds United,1461,1531,36.84,15.79,33.33,35.09,0
West Ham,Arsenal,1481,1530,33.33,26.67,38.6,28.07,0
Swindon Town,QPR,1401,1550,0.0,40.0,43.86,24.56,1
Aston Villa,Southampton,1582,1426,50.88,28.07,28.07,22.81,-1
Sheffield Weds,Oldham Athletic,1495,1408,29.82,38.6,26.32,26.32,1
Manchester Utd,Ipswich Town,1731,1446,64.91,22.81,28.07,36.84,0
Newcastle Utd,Sheffield Utd,1532,1430,46.67,26.67,28.07,28.07,1
Tottenham,Wimbledon,1495,1494,36.84,28.07,33.33,29.82,0
Wimbledon,Everton,1492,1463,32.76,31.03,36.21,17.24,0
Arsenal,Newcastle Utd,1546,1516,37.93,29.31,50.0,25.0,1
Oldham Athletic,Norwich City,1431,1558,25.86,25.86,49.12,26.32,1
Manchester City,Sheffield Weds,1458,1510,31.03,32.76,31.03,37.93,-1
Leeds United,Swindon Town,1541,1391,32.76,36.21,6.25,37.5,1
Sheffield Utd,Chelsea,1446,1416,27.59,27.59,29.31,32.76,1
Coventry City,Manchester Utd,1454,1737,29.31,36.21,63.79,24.14,-1
Ipswich Town,Blackburn,1468,1564,27.59,37.93,48.28,27.59,1
QPR,Tottenham,1547,1498,43.1,24.14,36.21,29.31,0
Liverpool,Aston Villa,1531,1563,40.35,22.81,50.0,27.59,1
Southampton,West Ham,1413,1494,29.31,22.41,31.25,31.25,-1
Manchester Utd,Norwich City,1729,1566,64.41,23.73,48.28,25.86,0
Tottenham,Newcastle Utd,1483,1531,35.59,30.51,47.06,23.53,-1
Wimbledon,West Ham,1476,1510,32.2,32.2,35.29,29.41,-1
Sheffield Weds,Liverpool,1527,1514,32.2,37.29,41.38,22.41,1
Everton,Southampton,1477,1399,35.59,18.64,28.81,22.03,1
Coventry City,Arsenal,1474,1526,28.81,35.59,38.98,28.81,1
Leeds United,Manchester City,1553,1446,33.9,35.59,30.51,32.2,1
Swindon Town,Sheffield Utd,1394,1443,5.88,35.29,28.81,27.12,0
Ipswich Town,Oldham Athletic,1466,1433,28.81,37.29,27.12,25.42,0
QPR,Aston Villa,1548,1562,42.37,25.42,49.15,27.12,0
Blackburn,Chelsea,1574,1406,47.46,27.12,28.81,32.2,1
Arsenal,Tottenham,1524,1485,38.33,28.33,35.0,30.0,0
Sheffield Utd,Manchester Utd,1438,1734,28.33,28.33,63.33,25.0,-1
Oldham Athletic,Swindon Town,1447,1380,26.67,26.67,5.56,38.89,1
West Ham,Leeds United,1496,1567,38.89,27.78,35.0,35.0,-1
Liverpool,QPR,1532,1530,40.68,22.03,41.67,26.67,1
Southampton,Ipswich Town,1386,1479,28.33,21.67,28.33,38.33,-1
Manchester City,Everton,1463,1460,30.0,31.67,36.67,18.33,1
Aston Villa,Sheffield Weds,1560,1529,48.33,28.33,33.33,36.67,0
Southampton,QPR,1376,1540,27.87,21.31,40.98,26.23,-1
West Ham,Coventry City,1511,1459,36.84,26.32,30.0,35.0,1
Sheffield Utd,Everton,1439,1459,27.87,27.87,36.07,18.03,0
Newcastle Utd,Manchester Utd,1539,1726,50.0,22.22,63.93,24.59,0
Aston Villa,Wimbledon,1540,1496,47.54,29.51,31.67,31.67,-1
Oldham Athletic,Blackburn,1437,1584,27.87,26.23,48.33,26.67,-1
Chelsea,Ipswich Town,1409,1476,28.33,31.67,29.51,37.7,0
Manchester City,Tottenham,1448,1500,31.15,31.15,34.43,31.15,-1
Liverpool,Swindon Town,1525,1387,41.67,21.67,5.26,36.84,0
Arsenal,Sheffield Weds,1540,1513,37.7,29.51,32.79,37.7,1
Norwich City,Leeds United,1582,1551,47.46,27.12,36.07,34.43,1
Leeds United,Arsenal,1566,1525,35.48,33.87,38.71,29.03,1
Tottenham,Liverpool,1501,1524,35.48,30.65,40.98,22.95,0
Everton,Newcastle Utd,1447,1551,35.48,19.35,47.37,26.32,-1
Coventry City,Oldham Athletic,1458,1438,29.51,34.43,27.42,25.81,0
Swindon Town,Southampton,1402,1361,5.0,40.0,27.42,20.97,1
Blackburn,Manchester City,1594,1438,49.18,26.23,30.65,30.65,1
Sheffield Weds,West Ham,1529,1495,32.26,37.1,40.0,25.0,1
Wimbledon,Sheffield Utd,1509,1426,32.79,31.15,27.42,29.03,1
Ipswich Town,Norwich City,1497,1561,29.03,38.71,48.33,26.67,1
Manchester Utd,Aston Villa,1734,1532,62.9,25.81,46.77,29.03,1
Newcastle Utd,Leeds United,1552,1565,50.0,25.0,36.51,33.33,0
Sheffield Utd,Liverpool,1430,1520,26.98,28.57,40.32,24.19,0
Wimbledon,Coventry City,1491,1476,33.87,30.65,29.03,35.48,-1
Manchester Utd,Blackburn,1728,1600,63.49,25.4,50.0,25.81,0
Tottenham,Norwich City,1488,1574,34.92,31.75,47.54,26.23,-1
Ipswich Town,West Ham,1497,1495,30.16,38.1,38.1,23.81,0
QPR,Oldham Athletic,1551,1427,41.94,25.81,26.98,26.98,1
Southampton,Chelsea,1379,1391,26.98,20.63,27.87,32.79,1
Everton,Sheffield Weds,1435,1541,34.92,19.05,33.33,36.51,-1
Swindon Town,Arsenal,1391,1536,9.52,38.1,38.1,28.57,-1
Manchester City,Southampton,1435,1382,30.16,30.16,28.12,20.31,0
West Ham,Tottenham,1479,1504,36.36,27.27,34.38,31.25,-1
Chelsea,Newcastle Utd,1414,1529,27.42,32.26,47.62,28.57,1
Liverpool,Wimbledon,1519,1492,39.68,25.4,33.33,30.16,0
Sheffield Weds,Swindon Town,1534,1398,34.38,35.94,9.09,36.36,0
Oldham Athletic,Manchester Utd,1422,1733,26.56,26.56,62.5,26.56,-1
Blackburn,Everton,1609,1426,49.21,26.98,34.38,18.75,1
Norwich City,Aston Villa,1556,1550,48.39,25.81,46.03,28.57,-1
Leeds United,QPR,1564,1552,35.94,34.38,42.86,25.4,0
Arsenal,Sheffield Utd,1547,1419,39.06,28.12,26.56,29.69,1
Aston Villa,Blackburn,1537,1622,46.88,28.12,50.0,26.56,-1
Tottenham,Coventry City,1487,1493,35.38,30.77,30.16,34.92,-1
Newcastle Utd,Manchester City,1541,1423,45.45,27.27,29.69,31.25,1
Swindon Town,Chelsea,1383,1429,8.7,39.13,28.57,31.75,-1
Everton,West Ham,1412,1493,33.85,18.46,34.78,26.09,-1
Wimbledon,Arsenal,1479,1560,32.81,31.25,40.0,27.69,-1
Sheffield Utd,Oldham Athletic,1435,1406,26.15,29.23,26.15,26.15,1
QPR,Sheffield Weds,1535,1551,42.19,26.56,33.85,36.92,-1
Manchester Utd,Leeds United,1726,1571,63.08,26.15,35.38,35.38,0
Ipswich Town,Liverpool,1482,1534,29.69,39.06,39.06,26.56,-1
Southampton,Norwich City,1373,1565,27.69,21.54,47.62,25.4,-1
Coventry City,Swindon Town,1488,1388,31.25,34.38,8.33,37.5,0
West Ham,Sheffield Utd,1490,1438,37.5,25.0,27.27,28.79,0
Arsenal,QPR,1559,1536,40.91,27.27,41.54,26.15,0
Chelsea,Everton,1444,1397,29.69,31.25,33.33,18.18,1
Sheffield Weds,Tottenham,1564,1474,34.85,36.36,34.85,30.3,1
Norwich City,Newcastle Utd,1548,1558,48.44,25.0,47.83,26.09,-1
Liverpool,Manchester Utd,1542,1718,40.0,26.15,62.12,27.27,0
Oldham Athletic,Liverpool,1396,1552,25.76,25.76,39.39,27.27,-1
Wimbledon,Sheffield Weds,1499,1544,32.31,30.77,35.82,35.82,1
Everton,Swindon Town,1413,1372,32.84,17.91,8.0,40.0,1
Norwich City,Chelsea,1543,1449,47.69,24.62,30.77,30.77,0
Manchester City,Arsenal,1429,1553,29.23,30.77,40.3,28.36,0
Southampton,Coventry City,1394,1467,27.27,21.21,30.77,35.38,1
