Season,Home Team,Away Team,Home Goals,Away Goals,Home Team ELO,Away Team ELO,Home XG,Away XG,Home XGA,Away XGA,Home Win Percentage,Home Draw Percentage,Away Win Percentage,Away Draw Percentage,Head2Head Win,Head2Head Draw,Winner
2014-2015,Leicester City,Crystal Palace,0,1,808,994,48,45,55,46,26.51,28.61,25.23,28.38,0,0,-1
2014-2015,Manchester City,Hull City,1,1,1283,912,78,33,40,47,40.32,25.22,20.29,27.54,50,50,0
2014-2015,Everton,Liverpool,0,0,1081,1192,44,53,47,38,36.12,28.78,49.66,25.11,0,100,0
2014-2015,Burnley,West Brom,2,2,817,959,39,40,58,53,19.35,24.19,23.78,27.44,0,50,0
2014-2015,Newcastle Utd,Stoke City,1,1,1028,1077,40,46,50,47,39.27,25.88,30.95,29.37,0,50,0
2014-2015,West Ham,Manchester Utd,1,1,1069,1191,47,55,56,33,32.82,25.42,64.11,20.99,0,50,0
2014-2015,Hull City,Aston Villa,2,0,929,922,33,33,47,50,20.86,27.34,35.28,30.47,50,0,1
2014-2015,Arsenal,Leicester City,2,1,1218,805,72,48,35,55,54.18,26.0,26.43,28.53,50,50,1
2014-2015,Sunderland,QPR,0,2,985,901,37,46,51,65,26.01,26.2,29.81,23.77,0,0,-1
2014-2015,Liverpool,Tottenham,3,2,1208,1180,53,54,38,55,49.71,25.09,39.98,25.54,100,0,1
2014-2015,Manchester Utd,Burnley,3,1,1194,814,55,39,33,58,64.15,20.96,19.05,23.81,50,50,1
2014-2015,Stoke City,Manchester City,1,4,1070,1290,46,79,47,40,30.83,29.25,40.41,25.18,50,0,-1
2014-2015,Chelsea,Everton,1,0,1313,1074,71,44,30,47,53.38,25.2,36.08,28.75,100,0,1
2014-2015,Southampton,West Ham,0,0,1149,1073,59,47,36,56,30.97,27.35,32.78,25.52,50,50,0
2014-2015,Crystal Palace,Newcastle Utd,1,1,996,1026,45,40,46,50,25.11,28.7,39.22,25.98,0,100,0
2014-2015,West Brom,Swansea City,2,0,979,1034,40,41,53,55,24.01,27.36,30.94,28.78,50,0,1
2014-2015,Chelsea,Burnley,1,1,1299,828,71,39,30,58,53.32,25.29,18.75,25.0,50,50,0
2014-2015,Crystal Palace,Arsenal,1,2,989,1225,45,72,46,35,25.0,28.57,54.23,25.97,0,0,-1
2014-2015,Swansea City,Manchester Utd,2,1,1057,1171,41,55,55,33,31.43,28.57,64.07,20.94,100,0,1
2014-2015,Hull City,QPR,2,1,944,886,33,46,47,65,21.43,27.14,29.7,23.68,100,0,1
2014-2015,Aston Villa,Stoke City,1,2,912,1080,33,46,50,47,35.24,30.43,31.1,29.13,50,0,-1
2014-2015,Sunderland,West Brom,0,0,985,979,37,40,51,53,25.96,26.35,23.94,27.58,0,100,0
2014-2015,Manchester City,Newcastle Utd,5,0,1296,1020,80,40,39,50,40.5,25.15,39.17,25.94,100,0,1
2014-2015,Tottenham,West Ham,2,2,1175,1078,54,47,55,56,39.93,25.63,32.73,25.63,50,50,0
2014-2015,Everton,Leicester City,2,2,1064,815,44,48,47,55,36.04,28.83,26.35,28.74,0,100,0
2014-2015,Southampton,Liverpool,0,2,1136,1221,59,53,36,38,30.92,27.3,49.77,25.06,0,0,-1
2014-2015,West Ham,Crystal Palace,1,3,1058,1009,47,45,56,46,32.68,25.59,25.33,28.44,50,0,-1
2014-2015,West Brom,Southampton,1,0,1002,1113,40,59,53,36,24.17,27.49,30.87,27.26,50,50,1
2014-2015,Newcastle Utd,Aston Villa,1,0,1031,901,40,33,50,50,39.25,25.91,35.2,30.4,50,50,1
2014-2015,Burnley,Swansea City,0,1,821,1064,39,41,58,55,18.46,24.62,31.91,28.37,0,0,-1
2014-2015,Stoke City,Hull City,1,0,1090,934,46,33,47,47,31.37,29.02,21.28,26.95,50,50,1
2014-2015,Manchester Utd,Sunderland,2,0,1179,977,55,37,33,51,64.11,20.91,25.91,26.3,50,50,1
2014-2015,Liverpool,Manchester City,2,1,1240,1277,53,80,38,39,49.83,25.03,40.44,25.11,50,0,1
2014-2015,Arsenal,Everton,2,0,1234,1055,72,44,35,47,54.29,25.94,36.0,28.8,50,50,1
2014-2015,Southampton,Crystal Palace,1,0,1124,998,59,45,36,46,30.98,27.21,25.22,28.32,100,0,1
2014-2015,Hull City,Sunderland,1,1,936,975,33,37,47,51,21.13,27.46,25.86,26.44,50,50,0
2014-2015,Aston Villa,West Brom,2,1,922,981,33,40,50,53,35.27,30.37,24.1,27.41,50,0,1
2014-2015,Stoke City,Everton,2,0,1104,1041,46,44,47,47,31.64,28.91,35.96,28.77,100,0,1
2014-2015,West Ham,Chelsea,0,1,1052,1305,47,71,56,30,32.64,25.56,53.37,25.26,0,0,-1
2014-2015,Manchester City,Leicester City,2,0,1279,813,80,48,39,55,40.52,25.07,26.27,28.66,100,0,1
2014-2015,QPR,Arsenal,1,2,882,1238,46,72,65,35,29.59,23.6,54.34,25.91,0,0,-1
2014-2015,Tottenham,Swansea City,3,2,1186,1053,54,41,55,55,40.0,25.6,31.69,28.17,100,0,1
2014-2015,Newcastle Utd,Manchester Utd,0,1,1021,1189,40,55,50,33,39.2,25.88,64.16,20.89,0,0,-1
2014-2015,Liverpool,Burnley,2,0,1243,818,53,39,38,58,49.89,25.0,18.18,24.24,100,0,1
2014-2015,QPR,Tottenham,1,2,877,1191,46,54,65,55,29.48,23.51,40.07,25.57,0,0,-1
2014-2015,Crystal Palace,QPR,3,1,1009,866,45,46,46,65,25.55,28.19,29.37,23.42,50,50,1
2014-2015,Sunderland,Aston Villa,0,4,957,940,37,34,51,49,25.81,26.39,35.35,30.33,0,50,-1
2014-2015,Leicester City,Hull City,0,0,818,931,48,33,55,47,26.19,28.87,20.98,27.97,50,50,0
2014-2015,Arsenal,West Ham,3,0,1246,1044,72,47,35,56,54.39,25.88,32.59,25.52,100,0,1
2014-2015,West Brom,Stoke City,1,0,1002,1083,40,46,53,47,24.32,27.33,31.52,28.79,50,0,1
2014-2015,Burnley,Manchester City,1,0,848,1249,39,80,58,39,19.4,23.88,40.47,25.04,50,50,1
2014-2015,Chelsea,Southampton,1,1,1297,1132,71,59,30,36,53.31,25.34,30.93,27.33,0,100,0
2014-2015,Manchester Utd,Tottenham,3,0,1205,1175,55,54,33,55,64.2,20.87,40.02,25.54,50,50,1
2014-2015,Everton,Newcastle Utd,3,0,1056,1006,44,40,47,50,36.03,28.73,39.15,25.85,50,0,1
2014-2015,Swansea City,Liverpool,0,1,1045,1251,41,53,55,38,31.47,27.97,49.94,24.97,0,0,-1
2014-2015,Manchester City,West Brom,3,0,1255,996,80,40,39,53,40.55,25.0,24.25,27.25,100,0,1
2014-2015,Tottenham,Leicester City,4,3,1179,814,54,48,55,55,40.09,25.51,26.11,28.78,100,0,1
2014-2015,Southampton,Burnley,2,0,1137,843,59,39,36,58,31.05,27.29,19.12,23.53,50,0,1
2014-2015,Stoke City,Crystal Palace,1,2,1064,1028,46,45,47,46,31.4,28.68,25.88,28.07,0,50,-1
2014-2015,Aston Villa,Swansea City,0,1,929,1056,34,41,49,55,35.31,30.3,31.94,27.78,0,0,-1
2014-2015,Newcastle Utd,Arsenal,1,2,1000,1252,40,72,50,35,39.1,25.81,54.44,25.85,0,0,-1
2014-2015,West Ham,Sunderland,1,0,1056,945,47,37,56,51,32.69,25.48,25.76,26.34,50,50,1
2014-2015,Liverpool,Manchester Utd,1,2,1233,1223,53,55,38,33,49.89,24.94,64.24,20.84,0,0,-1
2014-2015,QPR,Everton,1,2,858,1064,46,44,65,47,29.26,23.33,36.1,28.7,0,0,-1
2014-2015,Hull City,Chelsea,2,3,928,1300,33,71,47,30,20.83,27.78,53.36,25.31,0,0,-1
2014-2015,Arsenal,Liverpool,4,1,1267,1218,73,53,35,38,54.49,25.82,49.83,24.91,50,50,1
2014-2015,Manchester Utd,Aston Villa,3,1,1228,924,55,34,33,49,64.28,20.82,35.27,30.26,50,50,1
2014-2015,Everton,Southampton,1,0,1083,1118,44,59,47,36,36.18,28.67,31.0,27.24,50,0,1
2014-2015,Swansea City,Hull City,3,1,1066,918,41,33,55,47,32.41,27.59,20.69,27.59,100,0,1
2014-2015,Leicester City,West Ham,2,1,840,1030,48,47,55,56,26.33,28.7,32.64,25.45,50,0,1
2014-2015,West Brom,QPR,1,4,974,880,40,47,53,64,24.18,27.16,29.52,23.25,0,0,-1
2014-2015,Chelsea,Stoke City,2,1,1307,1057,71,46,30,47,53.42,25.28,31.27,28.57,100,0,1
2014-2015,Burnley,Tottenham,0,0,855,1167,39,54,58,55,18.84,24.64,40.05,25.6,0,50,0
2014-2015,Sunderland,Newcastle Utd,1,0,964,981,37,40,51,50,25.9,26.29,39.05,25.78,100,0,1
2014-2015,Crystal Palace,Manchester City,2,1,1053,1230,45,80,46,39,26.2,27.95,40.49,24.96,50,0,1
2014-2015,Aston Villa,QPR,3,3,922,882,34,47,49,64,35.23,30.34,29.41,23.53,0,50,0
2014-2015,Swansea City,Everton,1,1,1067,1082,41,44,55,47,32.19,28.08,36.14,28.75,0,100,0
2014-2015,Tottenham,Aston Villa,0,1,1141,948,54,34,55,49,40.0,25.57,35.3,30.31,50,0,-1
2014-2015,Sunderland,Crystal Palace,1,4,952,1065,37,46,51,45,25.86,26.24,26.52,27.83,50,0,-1
2014-2015,West Ham,Stoke City,1,1,1031,1056,47,46,56,47,32.6,25.55,31.15,28.85,0,100,0
2014-2015,Southampton,Hull City,2,0,1126,910,59,33,36,47,31.11,27.2,20.55,27.4,100,0,1
2014-2015,West Brom,Leicester City,2,3,952,862,40,48,53,55,24.11,27.08,26.55,28.61,50,0,-1
2014-2015,Burnley,Arsenal,0,1,852,1270,39,73,58,35,18.57,24.29,54.55,25.8,0,0,-1
2014-2015,QPR,Chelsea,0,1,879,1310,47,71,64,30,29.3,23.44,53.47,25.26,0,0,-1
2014-2015,Manchester Utd,Manchester City,4,2,1244,1214,55,80,33,39,64.32,20.8,40.43,24.93,50,0,1
2014-2015,Liverpool,Newcastle Utd,2,0,1225,974,53,40,38,50,49.89,24.89,39.0,25.75,50,0,1
2014-2015,Stoke City,Southampton,2,1,1075,1107,46,59,47,36,31.42,28.74,31.06,27.15,50,0,1
2014-2015,Crystal Palace,West Brom,0,2,1044,973,46,40,45,53,26.41,27.71,24.33,27.0,0,50,-1
2014-2015,Leicester City,Swansea City,2,0,886,1043,48,41,55,55,26.76,28.53,31.97,27.89,50,0,1
2014-2015,Everton,Burnley,1,0,1089,845,44,39,47,58,36.21,28.72,18.31,23.94,100,0,1
2014-2015,Chelsea,Manchester Utd,1,0,1323,1231,71,55,30,33,53.52,25.23,64.25,20.77,50,50,1
2014-2015,Manchester City,West Ham,2,0,1222,1023,80,47,39,56,40.52,24.89,32.55,25.52,50,0,1
2014-2015,Newcastle Utd,Tottenham,1,3,965,1150,40,54,50,55,38.95,25.72,40.07,25.54,50,0,-1
2014-2015,Southampton,Tottenham,2,2,1109,1148,59,54,36,55,31.01,27.27,40.02,25.62,0,50,0
2014-2015,Stoke City,Sunderland,1,1,1070,957,46,37,47,51,31.3,29.01,25.81,26.38,0,50,0
2014-2015,Burnley,Leicester City,0,1,831,900,39,48,58,55,18.06,23.61,26.98,28.45,0,50,-1
2014-2015,QPR,West Ham,0,0,885,1017,47,47,64,56,29.2,23.72,32.51,25.62,0,50,0
2014-2015,Newcastle Utd,Swansea City,2,3,953,1055,40,41,50,55,38.9,25.69,32.43,27.7,0,50,-1
2014-2015,Crystal Palace,Hull City,0,2,1022,932,46,33,45,47,26.29,27.59,21.09,27.21,0,0,-1
2014-2015,West Brom,Liverpool,0,0,983,1215,40,53,53,38,24.26,27.22,49.83,24.97,0,50,0
2014-2015,Manchester City,Aston Villa,3,2,1227,943,80,34,39,49,40.61,24.86,35.26,30.27,100,0,1
2014-2015,Everton,Manchester Utd,3,0,1111,1209,44,55,47,33,36.28,28.68,64.17,20.75,50,0,1
2014-2015,Arsenal,Chelsea,0,0,1272,1321,73,71,35,30,54.48,25.88,53.46,25.31,0,50,0
2014-2015,Hull City,Liverpool,1,0,959,1188,33,53,47,38,21.62,27.03,49.77,24.94,50,50,1
2014-2015,Leicester City,Chelsea,1,3,897,1324,48,71,55,30,26.9,28.36,53.51,25.28,0,0,-1
2014-2015,Leicester City,Newcastle Utd,3,0,916,934,48,40,54,50,27.11,28.28,38.85,25.65,50,0,1
2014-2015,West Ham,Burnley,1,0,1025,823,47,39,56,58,32.6,25.58,17.81,23.29,100,0,1
2014-2015,Liverpool,QPR,2,1,1193,880,53,47,38,64,49.83,24.92,29.09,23.64,100,0,1
2014-2015,Aston Villa,Everton,3,2,966,1088,34,44,49,47,35.33,30.24,36.24,28.65,50,0,1
2014-2015,Swansea City,Stoke City,2,0,1072,1053,41,46,55,47,32.89,27.52,31.18,28.9,50,0,1
2014-2015,Sunderland,Southampton,2,1,980,1086,37,59,51,36,25.95,26.33,30.96,27.23,50,0,1
2014-2015,Manchester Utd,West Brom,0,1,1184,1008,55,40,33,53,64.1,20.72,24.48,27.14,0,50,-1
2014-2015,Chelsea,Crystal Palace,1,0,1329,1017,71,46,30,45,53.57,25.25,26.18,27.47,100,0,1
2014-2015,Tottenham,Manchester City,0,1,1136,1239,54,80,55,39,39.98,25.59,40.69,24.82,0,0,-1
2014-2015,Hull City,Arsenal,1,3,954,1277,33,73,47,35,21.48,26.85,54.54,25.85,0,50,-1
2014-2015,Everton,Sunderland,0,2,1067,1001,44,37,47,51,36.2,28.62,26.09,26.28,0,50,-1
2014-2015,Leicester City,Southampton,2,0,939,1063,48,59,54,36,27.33,28.2,30.91,27.18,50,0,1
2014-2015,Newcastle Utd,West Brom,1,1,937,1005,40,40,50,53,38.81,25.75,24.41,27.35,50,50,0
2014-2015,Aston Villa,West Ham,1,0,985,1006,34,47,49,56,35.41,30.2,32.55,25.55,50,50,1
2014-2015,Stoke City,Tottenham,3,0,1073,1116,46,54,47,55,31.44,28.79,39.93,25.57,100,0,1
2014-2015,Hull City,Burnley,0,1,932,845,33,39,47,58,21.33,26.67,18.92,22.97,0,0,-1
2014-2015,Crystal Palace,Manchester Utd,1,2,1008,1193,46,55,45,33,26.07,27.35,64.14,20.7,0,0,-1
2014-2015,Manchester City,QPR,6,0,1243,876,82,47,38,64,40.78,24.78,28.99,23.55,50,50,1
2014-2015,Chelsea,Liverpool,1,1,1323,1199,71,53,30,38,53.51,25.34,49.77,25.0,50,50,0
2014-2015,Arsenal,Swansea City,0,1,1253,1096,73,41,35,55,54.47,25.82,33.33,27.33,0,0,-1
2014-2015,Southampton,Aston Villa,6,1,1075,973,60,34,35,49,31.02,27.14,35.37,30.17,50,50,1
2014-2015,Sunderland,Leicester City,0,0,998,942,37,48,51,54,26.04,26.42,27.25,28.41,0,100,0
2014-2015,QPR,Newcastle Utd,2,1,895,918,47,40,64,50,29.24,23.47,38.76,25.71,50,0,1
2014-2015,West Ham,Everton,1,2,993,1080,47,44,56,47,32.51,25.51,36.27,28.59,0,0,-1
2014-2015,Tottenham,Hull City,2,0,1124,924,54,33,55,47,40.0,25.54,21.19,26.49,100,0,1
2014-2015,Burnley,Stoke City,0,0,854,1064,39,46,58,47,18.67,24.0,31.32,29.06,50,50,0
2014-2015,Liverpool,Crystal Palace,1,3,1175,1032,53,46,38,45,49.72,24.97,26.38,27.23,0,0,-1
2014-2015,Swansea City,Manchester City,2,4,1086,1253,41,82,55,38,33.11,27.15,40.86,24.75,0,0,-1
2014-2015,Manchester Utd,Arsenal,1,1,1196,1250,55,73,33,35,64.07,20.79,54.41,25.9,50,50,0
2014-2015,West Brom,Chelsea,3,0,1033,1295,40,71,52,30,24.63,27.27,53.45,25.31,50,0,1
2014-2015,Arsenal,Sunderland,0,0,1240,1008,73,37,35,51,54.35,25.99,25.99,26.55,50,50,0
2014-2015,Stoke City,Liverpool,6,1,1085,1154,48,53,45,38,31.58,28.95,49.66,24.94,50,0,1
2014-2015,Aston Villa,Burnley,0,1,952,875,34,39,49,58,35.33,30.14,19.74,23.68,0,50,-1
2014-2015,Hull City,Manchester Utd,0,0,934,1186,33,55,47,33,21.05,26.97,64.0,20.88,0,50,0
2014-2015,Manchester City,Southampton,2,0,1261,1067,82,60,38,35,40.95,24.71,30.97,27.1,100,0,1
2014-2015,Chelsea,Sunderland,3,1,1300,1003,71,37,30,51,53.5,25.28,25.94,26.5,50,50,1
2014-2015,Arsenal,West Brom,4,1,1247,1026,74,40,35,52,54.4,25.96,24.56,27.19,100,0,1
2014-2015,Crystal Palace,Swansea City,1,0,1050,1068,46,41,45,55,26.69,27.12,32.89,26.97,50,50,1
2014-2015,Newcastle Utd,West Ham,2,0,937,974,40,47,50,56,38.83,25.68,32.47,25.48,50,0,1
2014-2015,Leicester City,QPR,5,1,956,881,49,47,53,64,27.46,28.32,29.14,23.38,50,0,1
2014-2015,Everton,Tottenham,0,1,1066,1138,44,54,47,55,36.23,28.56,40.07,25.51,0,0,-1
2015-2016,Manchester Utd,Tottenham,1,0,1200,1124,45,63,40,37,64.04,20.86,40.02,25.48,67,33,1
2015-2016,Norwich City,Crystal Palace,1,3,889,1059,39,43,59,53,28.67,30.47,27.0,27.0,0,0,-1
2015-2016,Everton,Watford,2,2,1053,672,53.98,43.2,54.75,51.85,36.19,28.64,14.29,25.97,0,100,0
2015-2016,Leicester City,Sunderland,4,2,974,985,69,40,45,59,27.67,28.24,25.89,26.45,33,67,1
2015-2016,Bournemouth,Aston Villa,0,1,349,953,39,29,54,59,0.0,0.0,35.4,30.1,0,0,-1
2015-2016,Chelsea,Swansea City,2,2,1291,1077,54.48,39.96,44.63,53.63,53.44,25.37,32.68,27.45,67,33,0
2015-2016,Newcastle Utd,Southampton,2,2,943,1061,37.61,56.2,55.42,44.29,38.79,25.77,30.92,27.21,0,33,0
2015-2016,Arsenal,West Ham,0,2,1221,1000,74,55,34,55,54.34,25.93,32.56,25.44,67,0,-1
2015-2016,Stoke City,Liverpool,0,1,1072,1167,43,54,54,38,31.46,28.84,49.72,24.92,33,0,-1
2015-2016,West Brom,Manchester City,0,3,1019,1268,40,69,52,37,24.49,27.11,41.03,24.68,0,0,-1
2015-2016,Aston Villa,Manchester Utd,0,1,947,1206,29,45,59,40,35.36,30.07,64.08,20.83,0,33,-1
2015-2016,Southampton,Everton,0,3,1045,1069,56,54,44,54,30.87,27.17,36.26,28.6,33,0,-1
2015-2016,Sunderland,Norwich City,1,3,965,909,40,39,59,59,25.84,26.4,28.93,30.36,0,0,-1
2015-2016,West Ham,Leicester City,1,2,983,991,55,69,55,45,32.51,25.41,27.87,28.16,33,0,-1
2015-2016,Swansea City,Newcastle Utd,2,0,1087,933,40,38,53,55,33.12,27.27,38.74,25.74,67,33,1
2015-2016,Tottenham,Stoke City,2,2,1122,1074,63,43,37,54,39.98,25.56,31.34,29.1,0,33,0
2015-2016,Watford,West Brom,0,0,684,1007,43.2,40,51.85,52,14.1,26.92,24.42,27.33,0,100,0
2015-2016,Crystal Palace,Arsenal,1,2,1050,1230,43,74,53,34,26.89,26.89,54.39,25.9,0,0,-1
2015-2016,Manchester City,Chelsea,3,0,1285,1274,69,54,37,45,41.12,24.64,53.38,25.34,33,67,1
2015-2016,Liverpool,Bournemouth,1,0,1167,349,54,39,38,54,49.77,24.89,0.0,0.0,100,0,1
2015-2016,Manchester Utd,Newcastle Utd,0,0,1196,943,45,38,40,55,64.0,20.92,38.69,25.83,67,33,0
2015-2016,Leicester City,Tottenham,1,1,997,1116,69,63,45,37,27.79,28.37,39.93,25.65,0,33,0
2015-2016,Crystal Palace,Aston Villa,2,1,1061,936,43,29,53,59,27.2,26.78,35.32,30.03,33,33,1
2015-2016,West Ham,Bournemouth,3,4,952,380,55,39,55,54,32.47,25.38,33.33,0.0,0,0,-1
2015-2016,Sunderland,Swansea City,1,1,970,1082,40,40,59,53,25.79,26.54,32.9,27.74,0,100,0
2015-2016,Norwich City,Stoke City,1,1,916,1067,39,43,59,54,28.83,30.6,31.23,29.37,0,100,0
2015-2016,West Brom,Chelsea,2,3,1001,1280,40,54,52,45,24.35,27.25,53.43,25.31,33,0,-1
2015-2016,Watford,Southampton,0,0,696,1033,43.2,56,51.85,44,13.92,27.85,30.82,27.29,0,100,0
2015-2016,Everton,Manchester City,0,2,1062,1292,54,69,54,37,36.22,28.57,41.2,24.61,0,33,-1
2015-2016,Arsenal,Liverpool,0,0,1227,1170,74,54,34,38,54.33,25.98,49.72,24.97,33,67,0
2015-2016,Newcastle Utd,Arsenal,0,1,938,1232,38,74,55,34,38.64,25.8,54.38,25.96,0,0,-1
2015-2016,Bournemouth,Leicester City,1,1,395,982,39,69,54,45,25.0,25.0,27.71,28.57,0,100,0
2015-2016,Aston Villa,Sunderland,2,2,938,968,29,40,59,59,35.28,30.11,25.75,26.68,33,67,0
2015-2016,Stoke City,West Brom,0,1,1048,1020,43,40,54,52,31.11,29.26,24.57,27.17,33,0,-1
2015-2016,Chelsea,Crystal Palace,1,2,1255,1086,54,43,45,53,53.37,25.28,27.5,26.67,67,0,-1
2015-2016,Manchester City,Watford,2,0,1293,695,69,43,37,52,41.29,24.57,13.75,27.5,100,0,1
2015-2016,Liverpool,West Ham,0,3,1145,977,54,55,38,55,49.66,24.94,32.56,25.34,33,0,-1
2015-2016,Tottenham,Everton,0,0,1114,1064,63,54,37,54,39.89,25.73,36.18,28.65,67,33,0
2015-2016,Southampton,Norwich City,3,0,1044,905,56,39,44,59,30.93,27.24,28.72,30.5,100,0,1
2015-2016,Swansea City,Manchester Utd,2,1,1103,1175,40,45,53,40,33.33,27.56,63.93,20.9,100,0,1
2015-2016,Everton,Chelsea,3,1,1088,1231,54,54,54,45,36.25,28.62,53.31,25.25,33,0,1
2015-2016,West Brom,Southampton,0,0,1021,1043,40,56,52,44,24.5,27.38,30.88,27.36,33,67,0
2015-2016,Norwich City,Bournemouth,3,1,907,393,39,39,59,54,28.98,30.39,20.0,20.0,100,0,1
2015-2016,Watford,Swansea City,1,0,724,1074,43,40,52,53,14.81,27.16,33.12,27.39,100,0,1
2015-2016,Arsenal,Stoke City,2,0,1240,1040,74,43,34,54,54.43,25.93,31.0,29.15,67,0,1
2015-2016,Crystal Palace,Manchester City,0,1,1079,1300,43,69,53,37,27.39,26.56,41.37,24.54,33,0,-1
2015-2016,Manchester Utd,Liverpool,3,1,1190,1130,45,54,40,38,63.97,20.88,49.61,24.92,100,0,1
2015-2016,Sunderland,Tottenham,0,1,958,1124,40,63,59,37,25.7,26.63,39.96,25.7,0,33,-1
2015-2016,Leicester City,Aston Villa,3,2,996,924,69,29,45,59,27.92,28.49,35.24,30.08,67,0,1
2015-2016,West Ham,Newcastle Utd,2,0,991,924,55,38,55,55,32.65,25.31,38.59,25.77,67,0,1
2015-2016,Chelsea,Arsenal,2,0,1247,1224,54,74,45,34,53.36,25.22,54.37,25.9,67,33,1
2015-2016,Aston Villa,West Brom,0,1,912,1033,29,40,59,52,35.2,30.04,24.71,27.3,33,0,-1
2015-2016,Swansea City,Everton,0,0,1075,1087,40,54,53,54,32.91,27.85,36.21,28.7,0,100,0
2015-2016,Newcastle Utd,Watford,1,2,900,748,38,43,55,52,38.55,25.74,15.85,26.83,0,0,-1
2015-2016,Bournemouth,Sunderland,2,0,424,927,39,40,54,59,33.33,16.67,25.65,26.58,100,0,1
2015-2016,Stoke City,Leicester City,2,2,1038,998,43,69,54,45,30.88,29.41,27.84,28.69,33,33,0
2015-2016,Manchester City,West Ham,1,2,1273,1018,69,55,37,55,41.31,24.5,32.74,25.27,33,0,-1
2015-2016,Tottenham,Crystal Palace,1,0,1138,1065,63,43,37,53,40.02,25.67,27.27,26.45,33,33,1
2015-2016,Liverpool,Norwich City,1,1,1121,916,54,39,38,59,49.55,25.0,28.87,30.63,0,100,0
2015-2016,Southampton,Manchester Utd,2,3,1033,1200,56,45,44,40,30.83,27.32,64.01,20.85,33,0,-1
2015-2016,Tottenham,Manchester City,4,1,1160,1251,64,69,37,37,40.09,25.64,41.25,24.47,33,0,1
2015-2016,Liverpool,Aston Villa,3,2,1128,905,54,29,38,59,49.61,24.97,35.16,30.01,67,0,1
2015-2016,Stoke City,Bournemouth,2,1,1039,423,43,39,54,54,31.14,29.3,28.57,14.29,100,0,1
2015-2016,West Ham,Norwich City,2,2,1013,921,55,39,55,59,32.7,25.37,28.77,30.88,0,100,0
2015-2016,Manchester Utd,Sunderland,3,0,1206,921,45,40,40,59,64.05,20.83,25.6,26.53,67,33,1
2015-2016,Leicester City,Arsenal,2,5,991,1231,69,75,45,34,27.76,28.61,54.42,25.87,0,33,-1
2015-2016,Southampton,Swansea City,3,1,1051,1057,56,40,44,53,30.94,27.27,32.7,27.67,67,0,1
2015-2016,Newcastle Utd,Chelsea,2,2,912,1235,38,54,55,45,38.5,25.83,53.3,25.31,33,33,0
2015-2016,Watford,Crystal Palace,0,1,744,1069,43,43,52,53,15.66,26.51,27.57,26.34,0,0,-1
2015-2016,West Brom,Everton,2,3,1019,1101,40,54,52,54,24.64,27.22,36.28,28.67,0,33,-1
2015-2016,Crystal Palace,West Brom,2,0,1083,1005,43,40,53,52,27.87,26.23,24.57,27.14,33,33,1
2015-2016,Bournemouth,Watford,1,1,435,732,39,43,54,52,25.0,25.0,15.48,27.38,0,100,0
2015-2016,Norwich City,Leicester City,1,2,908,1004,39,69,59,45,28.67,30.77,27.97,28.53,0,0,-1
2015-2016,Aston Villa,Stoke City,0,1,895,1049,29,43,59,54,35.12,29.98,31.39,29.2,33,0,-1
2015-2016,Sunderland,West Ham,2,2,925,1009,40,55,59,55,25.56,26.67,32.66,25.47,0,67,0
2015-2016,Manchester City,Newcastle Utd,6,1,1255,908,70,38,36,55,41.34,24.43,38.45,25.8,100,0,1
2015-2016,Chelsea,Southampton,1,3,1211,1075,54,56,45,44,53.24,25.28,31.05,27.23,0,67,-1
2015-2016,Everton,Liverpool,1,1,1102,1127,54,54,54,38,36.24,28.75,49.55,25.06,0,100,0
2015-2016,Swansea City,Tottenham,2,2,1062,1155,40,64,53,37,32.5,28.12,40.04,25.73,0,33,0
2015-2016,Arsenal,Manchester Utd,3,0,1246,1191,75,45,34,40,54.47,25.84,63.98,20.81,33,33,1
2015-2016,Tottenham,Liverpool,0,0,1154,1128,64,54,37,38,40.0,25.81,49.5,25.14,0,33,0
2015-2016,Chelsea,Aston Villa,2,0,1215,891,54,29,45,59,53.3,25.25,35.08,29.94,100,0,1
2015-2016,Manchester City,Bournemouth,5,1,1255,435,71,39,35,54,41.42,24.4,22.22,22.22,100,0,1
2015-2016,Southampton,Leicester City,2,2,1072,1007,56,69,44,45,31.0,27.34,27.89,28.73,33,33,0
2015-2016,Everton,Manchester Utd,0,3,1090,1203,54,45,54,40,36.2,28.72,64.02,20.78,33,0,-1
2015-2016,Crystal Palace,West Ham,1,3,1064,1028,43,55,53,55,27.76,26.12,32.75,25.44,33,0,-1
2015-2016,West Brom,Sunderland,1,0,1017,913,40,40,52,59,24.79,27.07,25.51,26.62,33,67,1
2015-2016,Watford,Arsenal,0,3,730,1248,43,75,52,34,15.29,27.06,54.53,25.81,0,0,-1
2015-2016,Newcastle Utd,Norwich City,6,2,924,892,39,39,53,60,38.53,25.77,28.57,30.66,100,0,1
2015-2016,Swansea City,Stoke City,0,1,1045,1066,40,43,53,54,32.3,27.95,31.64,29.09,33,0,-1
2015-2016,Stoke City,Watford,0,2,1038,758,43,43,54,52,31.52,28.99,16.28,26.74,0,0,-1
2015-2016,Aston Villa,Swansea City,1,2,882,1054,29,40,59,53,35.04,29.91,32.72,27.78,0,0,-1
2015-2016,Leicester City,Crystal Palace,1,0,1026,1045,69,43,45,53,28.09,28.65,27.64,26.02,33,0,1
2015-2016,West Ham,Chelsea,2,1,1052,1191,55,54,55,45,32.84,25.41,53.24,25.22,33,0,1
